"fecha","hora","magnitud","profundidad_km","lugar","latitud","longitud"
"2012-08-27","02:16",4.6,35,"107 km S of Puerto El Triunfo, El Salvador",12.321,-88.713
"2012-08-27","02:14",4.5,35,"88 km SSW of Puerto El Triunfo, El Salvador",12.601,-88.978
"2012-08-27","02:05",4.7,35,"114 km SSW of Puerto El Triunfo, El Salvador",12.395,-89.099
"2012-08-27","01:47",4.7,35,"128 km SSW of Chirilagua, El Salvador",12.098,-88.452
"2012-08-27","01:10",4.2,35,"121 km SSW of Chirilagua, El Salvador",12.175,-88.478
"2012-08-27","00:37",4.2,35,"131 km S of Puerto El Triunfo, El Salvador",12.115,-88.76
"2012-08-27","00:06",4.3,35,"135 km SSW of Chirilagua, El Salvador",12.04,-88.485
"2012-08-27","00:02",4.3,35,"95 km SSW of Puerto El Triunfo, El Salvador",12.441,-88.724
"2012-08-26","23:55",4.4,35,"105 km S of Puerto El Triunfo, El Salvador",12.33,-88.504
"2012-08-26","23:50",4.3,35,"96 km S of Puerto El Triunfo, El Salvador",12.417,-88.661
"2012-08-26","23:38",5.5,35,"109 km S of Puerto El Triunfo, El Salvador",12.297,-88.612
"2012-08-26","23:14",4.3,35,"109 km SSW of Puerto El Triunfo, El Salvador",12.331,-88.822
"2012-08-26","23:06",4.4,35,"129 km SSW of Puerto El Triunfo, El Salvador",12.25,-89.105
"2012-08-26","23:01",4.5,35,"113 km S of Puerto El Triunfo, El Salvador",12.259,-88.632
"2012-08-26","22:53",4.8,35,"80 km SSW of Puerto El Triunfo, El Salvador",12.621,-88.856
"2012-08-26","22:47",4.4,35,"95 km SSW of Puerto El Triunfo, El Salvador",12.439,-88.726
"2012-08-26","22:44",4.5,35,"102 km SSW of Puerto El Triunfo, El Salvador",12.379,-88.738
"2012-08-26","22:39",5.1,35,"57 km SSW of Jucuarán, El Salvador",12.76,-88.399
"2012-08-26","22:37",7.3,28,"126 km S of Puerto El Triunfo, El Salvador",12.139,-88.59
"2012-08-26","05:13",4.2,77.1,"41 km SW of San Francisco Menéndez, El Salvador",13.539,-90.233
"2012-08-24","01:55",4.1,83.9,"45 km SSW of Chirilagua, El Salvador",12.815,-88.225
"2012-08-19","12:42",4.3,86.3,"39 km SW of San Francisco Menéndez, El Salvador",13.617,-90.293
"2012-08-18","00:43",3.8,35,"40 km SW of Jiquilisco, El Salvador",13.094,-88.879
"2012-08-16","14:13",4.1,72.8,"26 km S of La Libertad, El Salvador",13.253,-89.287
"2012-08-15","17:45",5.5,56,"39 km SSE of La Libertad, El Salvador",13.148,-89.215
"2012-08-13","09:19",4.3,41.1,"100 km SSW of Intipucá, El Salvador",12.314,-88.279
"2012-08-10","10:51",4.2,76.3,"5 km S of Acajutla, El Salvador",13.54,-89.825
"2012-08-09","06:36",4.7,63.3,"43 km SW of Acajutla, El Salvador",13.304,-90.094
"2012-07-31","18:03",4.2,42.6,"82 km SSW of Puerto El Triunfo, El Salvador",12.59,-88.82
"2012-07-30","18:20",4,6,"0 km NNW of Apastepeque, El Salvador",13.673,-88.785
"2012-07-28","15:44",4.1,35,"66 km S of Intipucá, El Salvador",12.608,-88.17
"2012-07-28","10:30",4.3,35,"27 km WSW of La Libertad, El Salvador",13.436,-89.571
"2012-07-23","13:36",4.2,40.4,"36 km SE of Acajutla, El Salvador",13.331,-89.626
"2012-07-17","10:01",4.5,77.5,"9 km SW of Acajutla, El Salvador",13.532,-89.884
"2012-06-27","00:30",5.7,132.6,"5 km E of San Francisco Menéndez, El Salvador",13.834,-89.967
"2012-06-05","01:32",4.2,35,"75 km S of La Libertad, El Salvador",12.808,-89.399
"2012-06-03","14:55",4.2,74.7,"23 km S of La Libertad, El Salvador",13.28,-89.3
"2012-05-27","15:52",4.4,88.2,"38 km S of El Rosario, El Salvador",13.147,-89.054
"2012-05-13","19:11",4.2,59.4,"66 km SW of Acajutla, El Salvador",13.195,-90.287
"2012-04-22","18:16",4,25,"51 km WSW of Acajutla, El Salvador",13.352,-90.231
"2012-04-18","18:47",4.4,71.7,"25 km W of Acajutla, El Salvador",13.601,-90.067
"2012-03-31","23:11",4.5,50.5,"23 km SE of Acajutla, El Salvador",13.43,-89.685
"2012-03-31","11:13",4.6,44.9,"122 km SSW of Acajutla, El Salvador",12.634,-90.394
"2012-03-27","12:39",4.3,60.5,"58 km S of La Libertad, El Salvador",12.971,-89.222
"2012-03-01","11:12",4.5,93.7,"60 km SSW of Jucuarán, El Salvador",12.731,-88.402
"2012-02-27","10:14",4.6,7.7,"69 km S of El Rosario, El Salvador",12.87,-89.039
"2012-02-07","10:16",4.5,26.3,"7 km NE of La Libertad, Honduras",14.794,-87.561
"2012-02-07","09:48",4.4,35,"23 km SSE of La Libertad, El Salvador",13.284,-89.259
"2012-02-06","04:30",4.4,25.4,"12 km NE of La Libertad, Honduras",14.835,-87.544
"2012-02-05","08:19",4.8,90.2,"20 km S of El Rosario, El Salvador",13.314,-89.015
"2012-02-04","05:06",4.4,81.7,"27 km SSE of La Libertad, El Salvador",13.25,-89.26
"2012-02-02","22:10",4.5,42.5,"110 km S of Puerto El Triunfo, El Salvador",12.288,-88.665
"2012-02-01","22:24",4.6,104.3,"34 km SSE of La Libertad, El Salvador",13.206,-89.198
"2012-01-19","00:25",4.4,79.2,"26 km SW of La Libertad, El Salvador",13.309,-89.491
"2012-01-12","23:35",4.5,35,"33 km SSW of Jucuarán, El Salvador",12.961,-88.322
"2012-01-03","16:32",4.5,93.5,"28 km S of Jucuarán, El Salvador",13.002,-88.296
"2011-12-26","20:24",4.5,60.7,"79 km SSW of La Libertad, El Salvador",12.822,-89.592
"2011-12-24","03:38",4.5,77.8,"46 km SSW of Puerto El Triunfo, El Salvador",12.877,-88.641
"2011-12-20","16:52",4.5,56.1,"92 km SSW of La Libertad, El Salvador",12.683,-89.538
"2011-12-15","07:28",5.1,53.3,"49 km SSW of Puerto El Triunfo, El Salvador",12.867,-88.714
"2011-12-10","21:34",4.5,42.5,"61 km SSW of Jucuarán, El Salvador",12.712,-88.37
"2011-12-10","21:19",4.3,36.2,"57 km SSW of Chirilagua, El Salvador",12.73,-88.303
"2011-12-08","08:35",4.6,35,"7 km ENE of Izalco, El Salvador",13.773,-89.606
"2011-12-08","08:34",5.1,35,"49 km SSW of Acajutla, El Salvador",13.172,-89.973
"2011-12-08","08:02",4.6,35,"48 km S of Acajutla, El Salvador",13.163,-89.903
"2011-12-07","15:41",4.4,33.7,"5 km SE of Sonsonate, El Salvador",13.688,-89.68
"2011-11-29","00:26",4.7,157.6,"8 km NNW of Zacatecoluca, El Salvador",13.577,-88.893
"2011-11-24","15:13",5,43.2,"3 km WSW of Conchagua, El Salvador",13.297,-87.898
"2011-10-30","00:28",4.4,68.6,"39 km SSW of El Rosario, El Salvador",13.162,-89.161
"2011-10-13","18:00",4.3,44.1,"8 km ESE of San Francisco Menéndez, El Salvador",13.822,-89.938
"2011-09-22","04:13",4.4,90.9,"36 km S of Puerto El Triunfo, El Salvador",12.959,-88.58
"2011-09-20","00:32",4.2,64,"45 km SSW of Acajutla, El Salvador",13.196,-89.933
"2011-09-09","05:35",4.2,59.6,"71 km SW of Puerto El Triunfo, El Salvador",12.778,-88.961
"2011-08-16","08:46",4.3,10,"13 km W of San Francisco Menéndez, El Salvador",13.864,-90.137
"2011-08-12","18:53",4.7,83.3,"39 km S of Puerto El Triunfo, El Salvador",12.928,-88.554
"2011-07-02","16:54",4,6,"5 km SSE of Conchagua, El Salvador",13.26,-87.849
"2011-06-19","18:10",4,30,"58 km SW of Puerto El Triunfo, El Salvador",12.93,-88.951
"2011-06-12","04:17",5,91.4,"55 km S of Puerto El Triunfo, El Salvador",12.785,-88.483
"2011-06-11","16:23",4.7,94.2,"61 km SSW of Jucuarán, El Salvador",12.715,-88.402
"2011-06-03","15:53",4,39.3,"23 km SW of Acajutla, El Salvador",13.449,-89.984
"2011-05-22","11:15",4.8,60.9,"71 km WSW of Acajutla, El Salvador",13.324,-90.424
"2011-05-16","19:01",4.4,70.5,"26 km SW of La Libertad, El Salvador",13.343,-89.512
"2011-05-15","02:34",4.9,56.6,"69 km S of Intipucá, El Salvador",12.573,-88.074
"2011-05-09","02:44",4.4,41.6,"55 km SSW of Acajutla, El Salvador",13.151,-90.063
"2011-04-30","15:46",4.7,69.3,"48 km SSE of Acajutla, El Salvador",13.192,-89.655
"2011-04-23","18:19",4.3,35,"58 km S of Puerto El Triunfo, El Salvador",12.761,-88.631
"2011-04-21","03:18",4.5,76.1,"95 km SSW of Puerto El Triunfo, El Salvador",12.475,-88.857
"2011-04-13","19:56",4.4,83.8,"43 km S of Intipucá, El Salvador",12.809,-88.005
"2011-03-19","06:43",4.5,60.8,"98 km SSW of Puerto El Triunfo, El Salvador",12.445,-88.845
"2011-03-17","20:33",4.4,63.5,"106 km SSW of Puerto El Triunfo, El Salvador",12.405,-88.954
"2011-03-14","05:45",4.6,66.2,"35 km SSW of Acajutla, El Salvador",13.285,-89.907
"2011-03-14","03:39",4.5,61.6,"107 km S of La Libertad, El Salvador",12.522,-89.208
"2011-03-01","15:46",4.7,198.8,"8 km N of Santiago de María, El Salvador",13.561,-88.452
"2011-03-01","08:56",4.4,54.5,"64 km SW of Puerto El Triunfo, El Salvador",12.811,-88.902
"2011-02-15","20:38",4.3,74,"35 km SW of Jiquilisco, El Salvador",13.112,-88.839
"2011-01-30","21:50",4.2,72.4,"41 km SSW of El Rosario, El Salvador",13.14,-89.155
"2011-01-25","00:18",5,47.9,"116 km S of Puerto El Triunfo, El Salvador",12.232,-88.55
"2011-01-23","19:14",4,35,"2 km SSE of Ahuachapán, El Salvador",13.898,-89.835
"2011-01-11","19:05",5.1,47.9,"122 km SSW of Acajutla, El Salvador",12.511,-90.062
"2011-01-10","01:07",4.5,35,"89 km SSW of Intipucá, El Salvador",12.406,-88.217
"2011-01-03","18:49",4.8,51.4,"47 km S of La Libertad, El Salvador",13.06,-89.271
"2011-01-02","08:11",4.5,76,"28 km SW of Acajutla, El Salvador",13.378,-89.977
"2010-12-21","15:35",4.9,74.8,"42 km S of Acajutla, El Salvador",13.213,-89.854
"2010-12-20","11:21",5.7,72.3,"33 km SSW of Puerto El Triunfo, El Salvador",12.995,-88.64
"2010-11-13","13:04",4.6,62.8,"53 km S of Acajutla, El Salvador",13.112,-89.888
"2010-11-03","12:00",5,45.8,"43 km SSW of Puerto El Triunfo, El Salvador",12.914,-88.698
"2010-10-13","09:13",4.5,66,"69 km S of Intipucá, El Salvador",12.578,-88.143
"2010-09-30","21:18",4.8,120,"23 km S of El Rosario, El Salvador",13.292,-89.071
"2010-09-26","02:03",4.6,82.8,"6 km SSW of Jucuarán, El Salvador",13.199,-88.267
"2010-09-23","03:58",4.8,82.9,"55 km SSW of Jucuarán, El Salvador",12.78,-88.42
"2010-09-17","02:45",4.2,56.2,"49 km SW of Acajutla, El Salvador",13.281,-90.157
"2010-09-11","15:53",4.7,60.5,"75 km SSW of Puerto El Triunfo, El Salvador",12.625,-88.743
"2010-09-07","16:00",4.7,73.8,"56 km SSW of Puerto El Triunfo, El Salvador",12.786,-88.672
"2010-07-31","21:45",4.2,138.8,"5 km NNE of Puerto El Triunfo, El Salvador",13.327,-88.532
"2010-07-15","18:06",5.1,62.4,"50 km S of Puerto El Triunfo, El Salvador",12.826,-88.535
"2010-07-02","22:03",4.4,47.8,"40 km SW of Acajutla, El Salvador",13.338,-90.102
"2010-06-09","19:59",4.1,68.7,"50 km SW of San Francisco Menéndez, El Salvador",13.484,-90.308
"2010-05-29","10:11",5,27.9,"115 km SSW of Chirilagua, El Salvador",12.236,-88.484
"2010-05-27","13:18",4,62,"58 km SW of Puerto El Triunfo, El Salvador",12.854,-88.871
"2010-05-12","11:23",4.7,77.4,"56 km SW of Jiquilisco, El Salvador",12.966,-88.96
"2010-05-03","05:14",4.3,73.2,"58 km S of La Libertad, El Salvador",12.964,-89.344
"2010-04-24","09:45",4.7,10,"11 km SW of Jiquilisco, El Salvador",13.247,-88.658
"2010-04-17","17:55",4,13,"9 km SSW of La Libertad, El Salvador",13.412,-89.358
"2010-04-15","18:14",4.7,39.7,"96 km S of La Libertad, El Salvador",12.627,-89.197
"2010-04-12","04:15",4.5,84,"37 km SSW of Acajutla, El Salvador",13.27,-89.925
"2010-04-10","07:40",4.4,28.1,"3 km ENE of Santa Rosa de Lima, El Salvador",13.633,-87.865
"2010-03-30","21:41",4.4,34,"56 km SW of Acajutla, El Salvador",13.237,-90.201
"2010-03-22","17:00",4.5,51.7,"52 km SSW of Acajutla, El Salvador",13.132,-89.942
"2010-03-17","03:09",3.7,34.9,"66 km S of El Rosario, El Salvador",12.899,-89.106
"2010-03-15","14:04",4,42.8,"4 km NE of La Libertad, El Salvador",13.518,-89.299
"2010-03-13","20:52",4.7,35,"58 km SSW of Puerto El Triunfo, El Salvador",12.822,-88.814
"2010-02-16","21:50",4.2,47.2,"76 km SW of Acajutla, El Salvador",13.197,-90.403
"2010-02-10","17:56",4.6,96.5,"21 km SSW of La Libertad, El Salvador",13.318,-89.419
"2010-02-04","14:33",4.8,43,"37 km SSW of Jucuarán, El Salvador",12.943,-88.392
"2010-01-30","16:50",4.8,197.7,"5 km NNE of Lolotique, El Salvador",13.597,-88.337
"2010-01-20","08:42",4.5,59.9,"77 km S of Intipucá, El Salvador",12.505,-88.168
"2010-01-18","09:40",5.9,54.7,"17 km SW of San Francisco Menéndez, El Salvador",13.728,-90.132
"2010-01-08","01:00",4.3,88.6,"59 km SW of Acajutla, El Salvador",13.25,-90.254
